Text,target
"I've seen the ads for MIO many, many, many times, but never considered it as anything but another gimmick.  After receiving the MIO Mango Peach, and the Peach Tea from Amazon Vine I can testify that these are actually wonderful.  The ease of use and taste is excellent.  We go through lots and lots of drink products and, in general, they take up enormous amounts of shelf space when we buy them in bulk to save money during sales.<br /><br />I haven't calculated the cost effectiveness of MIO yet, but I could store several bottles of this in very little space.  Normally we buy Arizona Tea either in the cans or the gallon jugs, and using MIO would be a great alternative.<br /><br />MIO will now be a favorite at our house along with Crystal Light Lemonade.",1.0
"I seem to have develop a new roach problem recently, so got this based on the ""fantastic"" reviews and price.  It seems to have only caught small bugs like silver fish or 1/4 inch spiders.  One day i saw a spider crawling around; i put the box in front of it and it didnt go in at first and turned around.  Then i moved the box again in its path and it ran right through it!  So much for a trap... its more like a walk in a park with some sticky puddle of goob for these critters.<br /><br />I had good luck with using Roach Motel a long time ago.  Will try it again.",0.0
"I ordered the Hibiscus tea because it is said to be good for high blood pressure.<br />It did not state that there were spices in this tea.  We cannot use it due to allergies to the spices, and there are no returns on this item.<br />Not happy with it.  I did purchase pure hibiscus tea from another company and it is awesome.",0.0
"Don't waste your money.  This is supposed to be Rosemary & Basil bread mix but it has only a miniscule hint of Rosemary flavor and forget the Basil.  Secondly, there is supposed to be a packet of yeast ""in the box"" but there was not a single packet of yeast in any of the four packages that comprised the order.  I called the company just to make sure that the yeast was not included in the mix itself and the ""in the box"" was a printing error but the Mama Leone's representative I spoke with assured me that a seperate packet of yeast should have been included in each box of bread mix.  The representative was also quick to say that four packets of yeast ""...will be immediately shipped to you to make up for what you had to buy in order to make the bread"".  Well.....it's been almost THREE months since shipment was promised and I have yet to see any yeast packets.  Don't think this small firm located in a comprably small town near Tulsa OK can afford to incur the displeasure of amazon.com customers since it would be my guess they may sell a number of their mixes over amazon's web site.  The missing yeast is a relatively small thing to me personally but the untruth regarding sending replacement yeast packets is not.  Poor business acumen is exhibited when a company can't be truthful in its' business dealings with customers.  Forget this one and save your money.  The mix doesn't taste as it is reported to taste and you may or may not have to buy your own yeast before you can even mix or bake the bread!",0.0
"These are good! Each roll is only 45 calories with 2g of sugars. They are similar in consistency to a rice cake, but slightly firmer due to the rice syrup. I think they taste sweeter than the 2g of sugars they contain, but not so sweet that you'd consider them candy or junk. They come packaged 8 rolls to a box. Because they're not individually wrapped, they can stick to one another in the package (although not to the extent that they're destroyed). Also, because there is no wrapper, although they are a decent snack for kids, they tend to leave little hands sticky. This order was for a dozen boxes. These are certainly good enough to order more than once, but I imagine it will take some time to get through the initial order. A 6-box option might be better.",1.0
"I'm sure Emeril didn't roast the beans himself. But it is a great roast, not to dark yet robust. I'm a fan of bam.",1.0
"I've been drinking this for quite awhile now and have not been disappointed.  If you like a strong cup of coffee, I think you will like this.",2.0
I was thrilled to see that I could get our favorite tartar sauce on-line--our local shop had stopped carrying it.  Not so thrilled with the separated mess I received--looked a little like blue cheese dressing!  Also not so thrilled that it could not be returned.,0.0
"Original 1 STAR Rating Chocolate Chip Cookies:<br />...12/16/2010 Splendid bubble wrapping AND a pristine box condition deceivingly held 4 packages of crumbles. I surmise these were in pretty bad shape before the bubble wrap was applied and boxed for shipment. To add insult to injury packages have BEST BY DATE of FEB0311 ...less than two months away :( The seller would have done better hosting an ice cream social using these crumbles for toppings. I'm not sure how prospective customers can be informed items are near their expiration date or the condition is sub par, but they should be given the option to purchase ""less than standard product"". I won't gamble ordering ANY Mother's Cookies again.<br /><br />This holiday will have more cookie crumbs than usual, ugh!<br /><br />9/2/2011 5 STARS ... Coconut Cocadas ... Smaller Version of the Old Time Favorite<br /><br />OMG Still yummy! It was like a stroll down Memory Lane. The coconut flavor carries me back to my childhood in New Jersey sitting on the front steps munching away figuring which adventure us neighborhood kids would be getting into. It wasn't until years later that my Mom weaned us off Drake's Coconut Jumbles and onto these to save money. Though not as coco-nutty  as Drakes's Jumbles these were always available. Neither were as good as any cookies my Grannies made :)",0.0
"Nothing special. Coffee is weak but Tassimo has run out of good options. I liked Seattle's Best, gone! Then Starbucks, gone!",1.0
This stuff makes great pancakes and shortcake that I am actually allowed to eat!<br />My doctor tells me I'm celiac- this was three years ago now. I just hope I can continue to find this Bisquick!,2.0
My dog has trouble with his food by the time i found some in knoxville it gones out of business no other place has it . But it got here on time,2.0
Most of my cats really like this Wellness Turkey and Duck flavor food. I wish the sauce was a little thicker like the other varieties. Wellness makes high quality pet foods with great ingredients that are good for our pets.,1.0
"No trans fat<br />No cholesterol<br />No preservatives<br />No GMO ingredients (Genetically Modified Organism)<br />No artificial colors<br />No artificial flavors<br /><br />You see these labels everywhere in grocery stores.  I tend to like this trend where new products are going.  We don't want toxic chemicals in our food.  Specially if you are in middle age like me, you tend to be more conscious about your health.<br /><br />The chips are tasty and not too salty.  Just the right flavoring for me.  Love the very subtle hint of garlic but I just don't quite notice the taste of olives. I don't buy the same chips every time I go to stores,  but this is good enough that I will certainly pick up a bag from time to time.",2.0
"This coffee is delicious. I would assume it's an instant blend, because the K-Cup is completely empty after usage. The caffeine content is low, so it's a great afternoon coffee that won't keep you up at night. If the price stays at 10 dollars with free shipping, it's a good deal. Once they raise the price though, I'm out of here.",2.0
"I bought these looking for a healthy alternative to fruit roll-up type snacks, and they are insomuch that healthy means they dont poison you, however they have nothing to offer more than a heaping 15g of sugar (half a soft drink), more or less the same taste for each flavor, little to no nutritional value (being mostly apple juice), and all that at $.66 a piece. Not a big deal given that there are no real alternatives, except wait, they taste exactly like prunes, which have 10x less sugar, alot of nutritional value, and cost about a 1/3 of the price of this pathetic attempt of pushing empty sugar on kids under the guide of being healthy organic food.<br /><br />Clif Co. stooped to the level of major corporations and attempted to manipulate its customers through deceptive marketing practices. They have certainly lost my business.",0.0
"[asin]<a href=""http://www.amazon.com/gp/product/B000UBH9YO"">Senseo Douwe Egberts Medium Roast Coffee Pods, 18-Count 4.41-Ounce Packages (Pack of 6)</a> I like saving money on this deliciously rich, full bodied coffee for my Grindmaster coffee machine. It's great to be able to make just one cup at a time, or more, with the pods, and the taste in consistently yummy! I've told my friends and they love the taste too!",2.0
"My husband will drink nothing but double bergamot earl grey from Stash, I used to by it straight from Stash but this is much faster and still a good price! I will probably set up a autoship order as soon as I figure out how fast we go through 6 boxes.  If you like Earl Grey, you really need to try this tea! They also have a green tea version",2.0
I expected this box to contain a variety of flavors and it contained a variety of beans from a variety of regions.  Was disappointing to me but may be just what someone else is looking for.,0.0
"This product was in the peppercorns packed in brine catogory. I saw one review in which a person recieved this product packed in vinegar. I had hoped the problem had been fixed, but no I just recieved my shipment and they are packed in vinegar. Not the same flavor profile as brine packed. NOT A HAPPY CUSTOMER.",0.0
"I haven't given up, but my cats don't seem to like this.  I gave it four stars because I'm a big fan of the Wellness line of foods, and this product is very solid in terms of nutrition.  The bag is resealable, and there's no rational reason my cats have turned their noses up at it.",1.0
"Bright and flavorful, crunchy and chewy - that's how I would describe these bars.  Apricot Coconut was my favorite at first.  Now I find I crave the Trail Mix flavor.  They just really hit the spot.  Lots of flavor and chewing satisfaction without a lot of fat or calories.  I got a case of each flavor for my parents so that they could snack more healthfully and they love 'em!  Chocolate Berry is their favorite.",2.0
"Very deceiving photo looks like a large bag of chips. My wife did not read product info so its mostly her fault, however overcharge fro both shipping and product. Look around product should cost 89 cents and shipping should be around $1.50. They charged $4.33 to ship a 1 ounce product. Buyer beware this is a scam and a good one at that. Read whole page before purchasing.",0.0
"These taste BETTER than traditional brownies in my opinion, not as heavy and no where near the grease (because there is none!) So quick & easy to make, and my 5-year old loves to help mix the batter.  House smells awesome for hours after baking :)",2.0
"My youngest son is allergic to peanuts and I am so excited to have found this solution. I bought a six-pack and I am not sorry. Sunbutter works great for sandwiches, dipping apples, and also for baking--although when I bake with it, the muffins do turn out to be a greenish color. It doesn't affect the taste, though! This product is completely peanut-free and made in a peanut-free facility. Thanks for thinking of families with allergies!",2.0
"As a red Twizzler addict I saw the ""rainbow twist"" bag in the store and just had to check it out.  I tried each flavor.  Allegedly, and even that is being generous, they are blue raspberry (huh?), watermelon, grape, lemonade, strawberry, and orange.  They all tasted pretty much the same to me.  The consistency is nothing like normal Twizzlers which tend to be firm - these are on the mushy side.<br /><br />If you're going to be bad and eat junk food like this at least it should taste good.  I threw the bag out.",0.0
"Hello all, I am gluten intolerant, so I tried one of these cookies about a year ago at the local<br />store.  Yummy, pretty much sums it up for me.  While they are called a cookie, they remind<br />me of my Grandmom's lemon pound cake, and so very soft.  I am a huge Amazon shopper,<br />so when I found them here, I was delighted.  So far, I have probably ordered them 12 times and<br />right now I have two boxes in my pantry.  I've learned to keep plenty on hand so I don't run<br />out of them.  Amazon's price is great, shipping is great and they arrive just perfect.  Thanks!!!!",2.0
"Box was smashed in transit somewhere. Post office would not accept responsibility as box was not insured. Food items in box were wet and spoiled so I refused to accept box, and am now out the money. Amazon wants me to return items for credit, and I assume items are in a garbage heap somewhere.",0.0
"I've tried several of the Coffee Bean Direct decafs, and this is probably my favorite. Smooth flavor, but with enough depth to make it interesting. The roast is a medium-dark with just a wee bit of oil on the bean. Dark enough to give it a robust flavor but light enough that you don't get a burnt taste. That perfect middle-of-the-road spot!<br /><br />Coffee Bean Direct also makes a CO2 processed decaf Columbian, but I actually prefer the taste of this, even though it is made using the chemical decaf method. This has more flavor and richness than the CO2 processed version.<br /><br />If you're concerned about the package size and the beans going stale, it freezes well. I pack the beans in a Mason jar, then remove the air using a food vacuum and this attachment: <a href=""http://www.amazon.com/gp/product/B00005TN7H"">FoodSaver T03-0023-01 Wide-Mouth Jar Sealer</a><br /><br />Keeps for months in the freezer without any appreciable loss of flavor. Be sure to let the jar come up to room temperature before opening it so you don't get condensation on the cold beans (I usually leave the jar sit for a day before opening it). You also should not defrost and re-freeze the beans - use a jar that is sized to hold about what you would use up in a week (for me, that's a quart size jar).<br /><br />Highly recommend!",2.0
"For Christmas, I was given the very generous gift of 6 months of Amazing Clubs ""Dessert of the Month.""  Overall, I was extremely disappointed in the professionalism of the company, particularly given how much my relative invested in what was truly a thoughtful and unique gift. The company does not provide either nutrition information or, perhaps more importantly, a list of ingredients, for most of their desserts. This can pose a serious risk to individuals with any food allergy.  Upon requesting such information,  I was simply told, and I quote: ""We choose not to disclose our vendor's information to keep our clubs exclusive and a continuous surprise for our members."" Of the six months of dessert we received, three desserts arrived with issues. We received a mango tart in dry ice that had clearly melted/evaporated. Since I didn't have the list of ingredients, nor any knowledge of how long it had been sitting ""unrefrigerated,"" I had to throw the entire tart out. We received a cheese cake in the same state.  Cookies were shipped, one month, and upon receipt they were dry, and every one was broken and crumbling. This is not to say that every dessert was bad. We got two months of brownies (which were superb) and one month of a coffee cake (which did come with nutrition info/ingredients).  Dessert products aside, the shipments were always on time. While the company offers a wide variety of other clubs to try, given my experience with the Dessert of the Month club, I would be very hesitant to try any of the other options.",1.0
I bought this product once before and took for about a week. I did not notice it helping with sleep. I continued to wake every night. I also don't notice that it calms me down. I just had a screaming match after taking 1 teaspoon in hot water and hour before. Maybe it takes a longer time to notice? I didn't notice anything the last time either but I will continue to take it as I need magnesium.,0.0
"The honey itself has a nice floral aroma and a good flavor.  However, the bottles are flimsy, and the caps poorly attached: two of mine came partially open in transit, resulting in a couple ounces of honey spread across the interior of my package.",1.0
"Gave my Dachshund this Hartz ""Premium"" bone for ""aggressive chewers"" on Sunday afternoon.  By dinner Monday she was not eating or drinking.  By Tuesday morning (this day) she was throwing up bright red pools of blood!  I had her to the Vet within an hour and $354.32 later learned that this Hartz ""Premium"" bone for ""aggressive chewers"" tore up her intestines.  She is now on 3 medications and a special diet for the next week.  The vet advised me to contact Hartz to let them know what happened.  I plan on doing that AND sending a copy of the bill.  I don't expect them to pay it (they'll likely file it in the circular file) but they need see it and hear about it. I purchased these Hartz ""Premium"" bones for ""aggressive chewers"" from Walmart so did not have the advantage of the WARNING reviews on Amazon. You do.  Don't do this to your dog.",0.0
"I started taking this product about a week ago. Well for starters, I feel like I'm pregnant!!! I have this horrible taste in my mouth, its all wet nasty tasting & wet! I have to keep gum or candy in my mouth. Not to mention that I have been tremendously constipated, to the point that I passed blood! Im not sure if I should continue to take these or not. I have to make myself eat & I feel so nauseated! I dont know about these!",0.0
"I didn't expect this to be as delicious as the fresh, warm kettle corn I buy some Saturday mornings at our downtown farmers market, but I did expect the sweet/salty combination that's characteristic of kettle corn. This popcorn is too sweet. The sugar coating is also much thicker and crunchier than traditional corn. It's very similar to Cracker Jacks or Crunch 'n Munch, but without the nuts. It's a tasty snack if you're just looking for something sweet and natural, but it may be disappointing if you're expecting kettle corn.",1.0
"recently tried the choc raspberry k cups.  I am not fond of the flavor.  It smells delish, but, definately not enough chocolate flavor for me.  I find that by combining a hot chocolate k cup, along with a bold coffee, I get the desired flavor that I enjoy.  For someone who enjoys a hint of flavor, the VH chocolate raspberry truffle k cups would be excellent. Thank you.",1.0
I learned to enjoy hot tea while in England one freezing summer.  When I came home I tried many different tea brands to find one that tasted as good as the British tea.  The Lyon's tea was the first one I found that actually had the same taste quality.  It's definitely worth the price.,2.0
"These puffs are our go to trip food.  They're not too messy and they taste fresh and not too sweet.  They're also not bad for adults either, when you need to nibble on something but don't want a huge calorie commitment.",1.0
"Like most people in their twilight years, I sometimes have trouble with my bowel movements. Some weeks I'll go five to six days without nary a poot and others it's like someone lined my colon with Crisco. Looking for a delicious cereal that would assist me in my problem, I chose to give Fiber Plus Cinnamon Oats Crunch a try. I'll be the first to admit, I do not like cinnamon. Its flavor makes the back of my throat ache like getting elbowed in the ear repeatedly. And while that has only happened once in my life, once was enough! It was the summer of 1942 and I was a young lad with a paper route in Terre Haute, Indiana. One day, for whatever reason that escapes me at this time, the newspapers were late getting out. Could have been a war, could have been I overslept. That ancedote isn't important at this juncture. But I was delivering the papers roughly 20-25 minutes late that day. Didn't seem like that big of a deal to me at the time as I was young and ruthless. However, Old Man Sanderson didn't see it my way. He came barreling out his front door with the deft agility of a gazelle, yelling ""WHY IS MY PAPER SO LATE?!?!"" I must admit, this startled me somewhat so I hurriedly tossed the paper in his direction and made the conscious decision to keep pedaling. Unfortunately, Old Man Sanderson had other plans. Using a shoulder tackle that would make football players shudder, he knocked me off my bicycle and into the gutter. I squealed in pain as he kept using his elbow repeatedly to knock my eardrum loose. Finally, the neighbors came out to see what the commotion was and one of them (I have no idea who as my eyes were filled with blood at this point) shot Old Man Sanderson dead in his tracks. My ear hurt for days after that.<br /><br />Anyway, this cereal really gives me slippery bowel movements which I am happy for because rugged bowel movements can really screw up an old man's day.",2.0
My dogs love these treats!! Would have given 5 stars but they are very small. My 80 and 100 pound Labradors wolf these. Wish they came in a larger bite size.,1.0
"I love these and buy them all the time, have bought tons of candy from Amazon, mostly chocolate but this item came as lumps of chalk - once the inside melts, it changes texture completely and is absolutely disgusting.<br /><br />IF YOU CAN'T MAIL IT PROPERLY DON'T SELL IT!!!!!!!!!!!!!!!!!!",0.0
"I love Lipton Iced Tea, but was shocked when I say the price of this box.  Amazon.com usually has very competetive prices. They do not like you to mention prices so I will just say that you can purchase 2.5 of the same size boxes at Sam's Club for the price of one here.",1.0
"This is my favorite vue cup so far, AND I've never been an iced coffee drinker before.  The few I have had in the past I used cream and sugar in them.  With this blend I just use a little 1/2 n 1/2 and it is delicious and refreshing.  Some of the cups I've tried have a little after taste twang to them.  Not this one. Love it!",2.0
"I have always enjoyed Newman's Own products including the doggy treats but this chocolate didn't do it for me. Could be my aging taste buds but we all taste differently and this didn't excite me. Wasn't a bad taste just kinda bland, not exciting.",1.0
"The first ingredient of this product is sugar, which explains the too sweet, artifical taste.  A good preserve should list the fruit (in this case, ""figs"") as the primary ingredient.  If you are looking for a true fig preserve, I would not recommend this product.",0.0
"I got this as a substitute for the Truvia packets I had in the past.  This product is a fine powder unlike the Truvia, which is granular.  The Sweetleaf clumps in the bottom of my iced coffee even though I was stirring it rather well.  I was getting chunks of it up in my straw and it has a very bitter taste.  I tried it a few times in my iced coffee before I went back to my Truvia.  I do not think I would buy this again since it does not serve my needs.",1.0
Although I've had better buffalo jerkey this stuff is pretty good.  My only issue is that the jerkey is processed into a flat disc of meat.  The shape makes the jerkey feel more processed.  It takes away from the experience of eating jerkey.  Next time I'll get the slab style.,1.0
"I tasted these for the first time today...  I am not a picky person, but this bar caused me to gag and I needed to rub the excess of this bar off with a nearby napkin. It really reminded my of acidy vomit.",0.0
"Great coffee flavor in a decaf blend, and I like my coffee. And the convenience of the K cup.",1.0
"A soothing product with only the best ingredients!  What I love about Nature's Baby Organics is that they are consistently reliable with their products.  I never have to worry about whether they've changed the ingredients and I know it's good quality stuff.  If it weren't for this product, I would have to make it myself because nothing else on the market compares.  My whole family has really enjoyed this chest rub, even when no one has a cold.  It's great for under little noses, too!",2.0
"The taste is OK. Not too tuff, not too sweet or too hot. It just looks like something I would not eat! I did finish the package but not to sure I will reorder any. Not because of the taste.",1.0
we bought this product and it had such a bad taste to it and it gave me the runs for couple of days...,0.0
"Like the title says, no flavor what so ever, unless bland oil is a flavor. Might be some kind of oil to be used for popping but as for topping goes this might as well be vegetable oil, how can people like this stuff?",0.0
"Skilful tracking and acquisition of an elusive target has caused the word hunting to be used in the vernacular as a metaphor, as in ""bargain hunting"". That's me. Always on the hunt for a bargain for the best merchandise I can acquire at the most affordable price w/o paying shipping if at all possible. Thank you Amazon for the Free SUPER Saver Shipping option on select items. Those items are ALWAYS what I look for first and foremost. Next is the manufacturer. Spice Hunter is a well known and reputable manufacturer with quality products consumers can count on. Peppercorns at this price point are well worth the volume (6). I can even give them as part of a Hostess Gift, Wedding Shower Gift, House or Apartment Warming Gift, or as an adorable little Party Favor for dinner guests at our next Pot Luck dinner party! If not, they last forever and I sure do go through them quickly. Super fast shipping, great product, great look, great size, very happy hunter! :)",2.0
"I used to drink cups of coffee but it gave me diarrhea.  My job at a nuclear power plant at night demands that I sit for long periods and can not take bathroom breaks frequently.  I looked for a natural alternative to coffee.<br /><br />PERO is what I found.  It is about $5 a can, which is said to make 175 cups.  The taste isn't the most exhilarating but it's okay on cold days with cookies or burnt toast.  I use milk, not water as I'll vomit if I use water.  In all, it's healthy and a basic drink and suffer from stomach cramps or tied up intestines.  I have 5 cups a day, along with a carton of French cigarettes.",1.0
"Fantastic dog food!  Made in USA!  Full of great, holistic ingredients.  My 2 great danes look fantastic and never miss a bite - they love the food!",2.0
"This product arrived quickly even though it was ordered during the busy holiday season. It was exactly what I expected, no surprises. I am pleased with my entire experience.",2.0
"Specifically they love this flavor.  I've taught them to do tricks using these treats because the cats want them so much that if they can figure out what I'm asking, they do it to get the treat!  But they are smart boys.<br /><br />I don't like some other treats because they are as small as kibble.  These are big enough for me to hold between two finger tips while the cats take them.<br /><br />My cats ask for these each night around treat time.  One of my cats eats dry food almost exclusively (no canned food, no meat scraps, etc) and he is often the first to ask for these treats.",1.0
"I absolutely fell in love with these cookies.  I love my cookies soft and not hard, unless it's an Oreo and then I soften it in milk, but these cookies are hands down the closest I've had to homemade!",2.0
THese bars were horrible. The worst tasting and looking bar that Kashi makes. I would suggest buying any of the other bars but not these.,0.0
"Tea comes in bags inside a large foil lined pouch.  There are 2 bags 'attached', and you peel them apart to use one.  They are not individually wrapped, and they do not have strings.  Strong flavor, great price.",2.0
"I remember when fruit rollups first came out--they looked and tasted like actual fruit.  This product in its present form certainly does neither now.  I bought 3 boxes, thinking it would be a good after-school snack.  After one try, all three boxes were thrown away, two unopened.  It may be true that there are still products out there that withstand the test of time and the all-mighty buck.  Alas, this is most certainly not to be one of them.",0.0
I used this to flavor buttercream frosting. It was delicious- caramel buttercream frosting on chocolate cupcakes with a few pieces of caramel corn on top. Yum!,2.0
I bought these looking for a healthy alternative to the sugary fruit snacks like the fruit roll ups.  They are like leather in texture and have no taste.  Very disappointed.,0.0
"$150.00 for 6 cans?  This is not saving me any money.  That come out to be $25.00 a can.  I can get this formula at BabiesRUs for somewhere around $20.00 a can.  I love the formula, it has been great for my son, but of course I'm going to buy it where it is cheapest.",1.0
"We have tried a couple of single serve coffee varieties to offer guests and put out along with our single serve tea selections at parties and gatherings. Nearly all foods in our home is organic or better so I am only comparing this with other organic single serve varieties we have tried (and there aren't that many). This is by far the best one we have tried. Even our coffee-discerning Colombian friend really likes this coffee. It is a true medium roast, not too rich or bitter. Very smooth and not acidic. Good enough to have with cream alone. When this box is through, I will buy this one again!<br /><br />I hope this was helpful. Thanks for reading!",2.0
"I love horchata and I was expecting the normal flavor of horchata, however this tastes like a dessert made with boiled rice, milk and cinnamon (arroz con leche) with a taste of coconut.  The flavor is good, but it has nothing to do with the real horchata.",1.0
"Although there were several ""shriveled"" ones, they taste just fine.  I mostly use them to make vegan sauces and other recipes that call for running them through a food processor so they don't have to look perfect anyways.  For the price, they are a great deal (about half of what I find them for in the store)",1.0
"I was pretty excited when I accidentally came across this product on Amazon! But --- I really like peanut butter, and how could they make it taste good and take all that oil and all those calories out? A ton of reviewers claimed it was good - but I just had to see for myself. I ordered both the regular and chocolate.  I couldn't wait to get the shipment. It came today (sooner than expected) - and I immediately mixed up the regular PB2. At first it looked like grainy stuff and water. I kept stirring - and pretty soon my spoon was coated with peanut butter - and I had a nice little mound of peanut butter in the bowl! Well - at least it looks like peanut butter - that's something! Then I tasted a little with my finger. Wait .... WHAT?? Seriously - it really IS peanut butter!! It looks like it, smells like it and tastes like it! I grew up in the mid-west, enjoying peanut butter and sweet pickle sandwiches. (Yes - sounds weird, I know - but have you tried it? Wonderful!) I'm trying to lose weight and eat healthier - and those can't be enjoyed very often. I've been using the high fiber whole grain tortillas that are only 50 calories - so I spread some PB2 down the center - and placed a few pickle slices on top. I rolled up and tasted ----- perfect! I know I'm going to love this stuff! Another thing I like to do - is just scoop a spoonful of peanut butter and eat it (we call it a ""peanut butter pop""). Well guess what - this is good enough that you can even do that! If you are used to Jiff like I am - just sprinkle a bit of Splenda in the PB2 as you mix it up for that little bit of extra sweetness! I read a few reviews by people who said PB2 wasn't anything like real peanut butter - and I have to say, I have no idea what they are talking about!! I was fully prepared to sacrifice flavor for the goal of lowering fat and calories - but I'm so excited to find out I don't have to! Oh - and the PB2 Chocolate is pretty darned good stuff too! Buy PB2 and try it for yourself - you'll find a million ways to use it, I'm sure! All I wonder - is where has this been, and why didn't I know about it? I'll be telling every nutrition conscious person I know! Happy, healthy eating!!",2.0
"Olive Oil Potato Chips are hard to find in my area, so I was delighted to find them at quite a reasonable price via Amazon. They are tasty and crisp, salted to perfection with sea salt! I heartily recommend that you give them a try. You won't be disappointed!",2.0
I like to work out and loose weight the easiest on a higher protein diet.  i have wasted hundreds of dollars on protein powders until now (i just couldn't stomach them).  i can put a half of a packet in pure protein's grape and it taste great. almost like the grape koolaid i had as a kid.  love this flavor.,2.0
"Puffs of strawberry apple flavor is the best food, open the can smell a hint of strawberry flavor, each puff of a shallow pink.The baby's favorite.",2.0
"I LOVE these as a snack for my baby, and use them mostly when on the go since baby can hold them himself.  I keep them in my car and offer them to him when shopping, in church or other errands.  GREAT for a stroller snack when on walks/run.  Rather than puffs where they go all over and he is always grabbing and vocalizing for more, these keep his hands and mouth busy for a good while.  And he feels grown up to be feeding himself.  They are ""individually packaged"" with two rusks/pack which is great, because like most good things one is never enough!  He always wants one more.<br /><br />Baby liked banana flavor just fine, but I'm partial to the veggie and since he likes them, and I always end up taking a nibble or two, I just get veggie now :)<br /><br />The only reason it is 4 stars not 5 is because mum mum + baby saliva = cement.  Best to clean his hands and pick up any dropped pieces before they get uber sticky and harden.  That said, once dry the pieces do chip off clothes or stroller/carseat material easily with your nail.",1.0
"Both of my dogs really enjoyed this rawhide alternative bone. My dogs have been eating real rawhide for several years, with seemingly no issues. Recently, one of my dogs had a terrifying near-death experience; choking on a rawhide. After doing some research, I learned that this isn't an uncommon situation, and that rawhides are a known choking hazard. After the incident, I quickly researched different rawhide alternative bones, and theses ones were one of the first we have tried. They have more of a leathery texture, softer and more flexible than a rawhide. However, they are not soft treats that can be chewed up quickly, it still took my dogs some time to eat them, and enjoying them for about 10 minutes. One thing that I really liked about these bones is that they don't get stringy, slimy, and sticky like rawhides do. They get softer with chewing, and then brake off into smaller pieces, unlike rawhides that won't brake off, making the dream bones less of a choking hazard. Another great thing about these bones is that they smell really good, they have parsley and chlorophyl and other good smelling ingredients. They only reason I gave them a 4 star rating and not a 5 star rating is because the first ingredient (the most prevalent) is corn. Corn isn't the greatest thing for pets to consume because its not easy to digest. I avoid corn in pet food at all costs, but because this is a treat- and not a main food staple, I think it is okay. If I could, I would give these bones 4.5 stars. I do recommend these- especially over regular rawhides.",1.0
"I have purchased olive oil from all over the world, literally.  Spain, Italy, Greece, etc. Columela is a big favorite of mine.  Expensive, sure, but you get what you pay for in this case.<br /><br />I will also recommend Paesano from Italy, unfiltered, grassy, pungent, peppery too.  About $14.50 for a whole liter, much better price, try it too.",2.0
"I am the unofficial M&M supplier in my office. I keep a bowl stocked for drive-by snackers. Over the years, Peanut M&Ms have proven to be the biggest draw of all. Other candy goes through a rotation but the Peanut M&Ms are a constant.<br /><br />The holiday editions of M&Ms are the best of the best, since you know that when they appear on the shelves they will be fresh and crunchy. (The ordinary bags can sit in the store for months before they're purchased.) If you've ever sampled an aging M&M next to a fresh one, you will know what I mean.<br /><br />So whenever a holiday version of M&Ms hits the market, I grab em up.<br /><br />And of course this includes heading to the local stores on the day *after* the holiday in question, since there are immediate markdowns and you can stockpile for the weeks ahead.<br /><br />Happy snacking!",2.0
I like the concept of eco-friendly packaging. It fit and brewed in my Keurig just as a regular K-cup does. The coffee was smooth and aromatic but a bit too smoky for my taste. Maybe I will try a different blend.,1.0
"I had high hopes for this product and was not let down! I made them for my son's birthday and shared them with non-gluten-free relatives. No one could believe they were gluten-free! They were very moist, with chocolate chunks throughout. They were gooey, therefore a little messy, but all part of the fun. I'll undoubtedly be making these again.",2.0
"These are one of the two best gluten free animal cookies on the market.  The other being: <a href=""http://www.amazon.com/gp/product/B000E48IP6"">EnviroKidz Organic Gluten-Free Animal Cookies, Vanilla, 9-Ounce Boxes (Pack of 12)</a>  I prefer Mi-Del because they are more economical than EnviroKidz and my daughter loves these cookies.",1.0
"I had weight loss surgery (Sleeve) so always looking for high protein foods.  This chip is pretty good though I admit I don't eat them that often.  My husband and son like them too so that says a lot!  It's a good snack to have around for that ""crispy fix"".",1.0
"I thought this would have a mild honey flavor, with a hint of chokecherry taste.  The taste wasn't mild at all.  The honey was much too sweet, and the chokecherry too strong, for my taste.",0.0
"I like the fact that this tea is organic, but compared to the taste of Ito-en's Oolong shots (which are not organic, unfortunately), the Anteadote teas lack a freshness and purity that the Ito-en has. Too bad. I'd like to have organic + great tasting tea with no sugar. Will keep looking.",1.0
"I have enjoyed the apple drink very much, especially on cold afternoons, or a late evening ""snack"".  I still drink it but not as often in hot weather.  I find that ordering it by the 3-box amount is very convenient.<br /><br />Thanks for carrying it.<br /><br />I purchased this at Amazon.com",2.0
"we have two companions.  both about 7 years old, one a chow-golden mix, the other a st. bernard-boxer mix.  about six months ago, the chow-golden started regurgitating his food (different brands: beneful, nutro, etc.) minutes after eating it.  after getting advice and doing my own research, we sussed that he had a cereal sensitivity.  i switched them to blue buffalo and he's not had an issue since.<br /><br />and other benefits are very apparent: they both love their food and are happy to eat it, their stools are a good size and firm, their coats feel better and their skin is healthier (less scratching and chewing).  we're actually not spending that much more on food, either.  we found that as we follow the feeding guide, they are getting a bit less in volume but the food is much more nutritionally dense.<br /><br />very pleased, and i wouldn't go to anything else for my pups! (they also enjoy the large breed chicken, but the fish and oatmeal is their favorite ... word of advice: you can absolutely smell the fish so likely best to get a nicely sealed dog food bin.)",2.0
